RERUN_SET,TIME,TRW,DVS,RDD,TMIN,TMAX,NFLV,LESTRS,LRSTRS,LDSTRS,PCEW,NSP,LAI,WAGT,WST,WLVG,WLVD,WSO,WRR14,WRT,ZRT,NSLLV,RNSTRS,NUPP,ANCR,ANLV,ANLD,ANST,ANSO,ANRT,NMAXL,NMINL,FNLV,ROOTN,ROOTC,SNH4,SNO3,WL0,ZW,IR,IRCUM2,RAINCUM2,RUNOFCUM2,EVSW,EVSWCUM2,TRWCUM2,GWTOT,CAPTOT,WLFLOUT,N2O,NH3,LEACHED,MINERALIZED,FERTILIZER,CO2RELEASED,SOC,SON,YEAR,DOY,CROPSTA,ETD,TRC,EVSC,RAIN,RAINCU
1,81.0,15.82,1.1855,20315700.0,26.0,34.0,1.0116,1.0,1.0,1.0,1.0,552202000.0,6.0452,12965.0,4708.9,2547.3,1294.2,4415.0,2620.1,1836.5,0.3,1.0815,0.99846,0.53613,178.05,61.154,18.191,36.163,40.428,22.112,0.0268871,0.0111569,0.0240075,22.133,1836.5,13.751,6.396,14.7,0.0,30.0,1290.0,29.1,0.0,0.47559,304.51,784.97,0.0,0.0,3.0,0.000690581,0.15338,0.0,0.31845,0.0,3.8216,39286.0,2125.3,2016.0,81.0,4.0,9.7709,15.82,0.47559,0.0,29.1
1,82.0,16.358,1.2288,17583500.0,27.0,33.0,0.97781,1.0,1.0,1.0,0.99964,552202000.0,5.9184,13232.0,4644.7,2497.4,1344.1,4745.4,3004.4,1836.5,0.3,1.0907,0.99202,0.30578,178.58,57.871,18.391,34.704,46.211,21.406,0.0266274,0.0109601,0.0231723,21.427,1836.5,13.613,6.3954,25.404,0.0,0.0,1320.0,29.1,0.0,0.5139,304.98,800.79,0.0,0.0,3.0,0.000681988,0.15367,0.0,0.3232,0.0,3.8793,39282.0,2125.0,2016.0,82.0,4.0,9.9093,16.5,0.5139,0.1,29.1
1,83.0,16.358,1.2742,17572200.0,27.0,33.0,0.9471,1.0,1.0,1.0,0.99084,552202000.0,5.7889,13474.0,4584.8,2446.2,1395.3,5047.9,3356.1,1836.5,0.3,1.0991,0.98239,0.30963,178.89,54.827,18.596,33.22,51.504,20.742,0.026355,0.0107538,0.0224132,20.763,1836.5,13.476,6.3947,5.6328,0.0,30.0,1320.0,29.2,0.0,0.57254,305.5,817.15,0.0,0.0,3.0,0.000675184,0.15457,0.0,0.32784,0.0,3.9342,39278.0,2124.6,2016.0,83.0,4.0,10.348,17.399,0.57254,0.4,29.2
1,84.0,16.358,1.3196,17559900.0,27.0,33.0,0.91748,1.0,1.0,1.0,0.97624,552202000.0,5.6561,13712.0,4530.8,2393.6,1447.9,5339.8,3695.5,1836.5,0.3,1.1067,0.97024,0.31335,179.2,51.894,18.806,31.782,56.612,20.105,0.0260826,0.0105474,0.0216805,20.126,1836.5,13.338,6.394,16.103,0.0,30.0,1350.0,29.6,0.0,0.63776,306.07,833.51,0.0,0.0,3.0,0.000668999,0.15593,0.0,0.32949,0.0,3.9544,39274.0,2124.3,2016.0,84.0,4.0,10.786,18.298,0.63776,0.0,29.6
1,85.0,16.358,1.365,18952700.0,26.0,33.0,0.88894,1.0,1.0,1.0,0.9012,552202000.0,5.5208,13944.0,4482.2,2339.7,1501.8,5620.5,4021.9,1836.5,0.3,1.1135,0.95595,0.31427,179.51,49.076,19.021,30.394,61.525,19.494,0.0258102,0.0103411,0.0209752,19.516,1836.5,13.199,6.3933,26.107,0.0,0.0,1380.0,29.6,0.0,0.7992,306.71,849.87,0.0,0.0,3.0,0.000662182,0.15701,0.0,0.32512,0.0,3.9016,39270.0,2124.0,2016.0,85.0,4.0,12.632,21.792,0.7992,0.0,29.6
1,86.0,16.358,1.4097,17532800.0,27.0,33.0,0.8622,1.0,1.0,1.0,0.84458,552202000.0,5.3832,14166.0,4438.5,2284.8,1556.7,5885.8,4330.4,1836.5,0.3,1.1192,0.94065,0.30959,179.83,46.414,19.241,29.082,66.167,18.921,0.0255421,0.0101379,0.0203144,18.942,1836.5,13.059,6.3927,5.9506,0.0,0.0,1380.0,29.6,0.0,0.93616,307.51,866.22,0.0,0.0,0.0,0.000654014,0.15758,0.0,0.32786,0.0,3.9343,39266.0,2123.7,2016.0,86.0,4.0,13.813,24.315,0.93616,0.0,29.6
1,87.0,10.991,1.4551,17517900.0,27.0,33.0,0.84163,0.82569,1.0,1.0,0.52805,552202000.0,5.2441,14352.0,4399.3,2229.0,1612.5,6111.2,4592.5,1836.7,0.3,1.1216,0.92929,0.312,180.14,44.136,19.464,27.984,70.111,18.44,0.0252697,0.00993158,0.0198011,18.461,1836.7,12.919,6.392,0.0,0.0,0.0,1380.0,29.6,0.0,1.2204,308.44,882.58,0.0,0.0,1.8755,0.000647108,0.16703,0.0,0.81907,0.0,9.8291,39256.0,2122.8,2016.0,87.0,4.0,16.798,30.304,1.2204,0.0,29.6
1,88.0,7.5875,1.5004,17502200.0,27.0,33.0,0.8425,0.59193,0.94237,1.0,0.36503,552202000.0,5.1037,14428.0,4370.2,2172.5,1669.0,6216.3,4714.7,1843.4,0.3,1.1131,0.93857,0.79424,180.45,42.999,19.69,27.573,71.951,18.235,0.0249973,0.00972523,0.0197923,18.256,1843.4,12.778,6.3914,0.0,0.0,0.0,1380.0,29.6,0.0,0.33948,309.66,893.57,0.0,0.0,1.8755,0.000649529,0.16673,0.0,0.85516,0.0,10.262,39246.0,2122.0,2016.0,88.0,4.0,17.527,31.809,1.366,0.0,29.6
1,89.0,5.5081,1.5458,18886700.0,26.0,33.0,0.85716,0.48861,0.8757,1.0,0.38284,552202000.0,4.9638,14449.0,4346.4,2116.1,1725.4,6261.3,4767.0,1853.1,0.3,1.0962,0.95858,0.83073,181.24,42.548,19.916,27.816,72.738,18.224,0.0247249,0.00951888,0.020107,18.245,1853.1,12.636,6.3907,0.0,0.0,0.0,1380.0,29.6,0.0,0.20269,310.0,901.16,0.0,0.0,1.8755,0.000480769,0.1628,0.0,0.76963,0.0,9.2365,39237.0,2121.2,2016.0,89.0,4.0,12.716,21.908,1.0629,0.0,29.6
1,90.0,4.1686,1.5905,18867900.0,26.0,33.0,0.87045,0.41769,0.83218,1.0,0.34293,552202000.0,4.8256,14484.0,4326.4,2060.2,1781.3,6316.0,4830.6,1863.5,0.3,1.0806,0.97404,0.74232,182.07,42.004,20.14,28.034,73.695,18.2,0.0244568,0.00931573,0.0203886,18.221,1863.5,12.37,6.522,0.0,0.0,0.0,1380.0,29.6,0.0,0.16027,310.2,906.67,0.0,0.0,1.8755,0.000285299,0.15735,0.0,0.71771,0.0,8.6121,39228.0,2120.5,2016.0,90.0,4.0,11.13,18.715,0.99686,0.0,29.6
1,91.0,3.2313,1.6352,17450000.0,26.0,32.0,0.88623,0.36429,0.74568,1.0,0.35124,552202000.0,4.6892,14507.0,4308.6,2004.9,1836.6,6356.9,4878.2,1873.7,0.3,1.0649,0.98715,0.68636,182.81,41.557,20.361,28.286,74.411,18.2,0.0241886,0.00911257,0.0207278,18.221,1873.7,11.988,6.7781,0.0,0.0,0.0,1380.0,29.6,0.0,0.21879,310.36,910.84,0.0,0.0,1.8755,0.000154408,0.15014,0.0,0.68123,0.0,8.1748,39220.0,2119.8,2016.0,91.0,4.0,8.7467,14.132,0.83869,0.1,29.6
1,92.0,2.5564,1.6812,18827700.0,26.0,33.0,0.90273,0.3226,0.67719,1.0,0.25955,552202000.0,4.5489,14534.0,4293.1,1947.7,1893.8,6399.0,4927.1,1883.7,0.3,1.05,0.99606,0.64799,183.5,41.064,20.589,28.504,75.148,18.195,0.0239127,0.00890359,0.021083,18.216,1883.7,11.567,7.0824,0.0,0.0,0.0,1380.0,29.7,0.0,0.987,310.58,914.07,0.0,0.0,1.8755,0.000118311,0.14246,0.0,0.65522,0.0,7.8626,39212.0,2119.2,2016.0,92.0,4.0,9.5961,15.495,0.987,1.8,29.7
1,93.0,2.0289,1.7259,18806300.0,26.0,33.0,0.92579,0.30225,0.63608,1.0,0.18688,552202000.0,4.4035,14534.0,4276.9,1888.3,1953.2,6415.8,4946.7,1890.9,0.3,1.0326,1.0,0.44516,184.15,40.767,20.827,28.867,75.442,18.246,0.0236446,0.00870043,0.0215891,18.267,1890.9,11.32,7.397,0.0,0.0,0.0,1380.0,31.5,0.0,0.43691,311.57,916.62,0.0,0.0,1.8755,8.26568e-05,0.13781,0.0,0.6534,0.0,7.8413,39204.0,2118.5,2016.0,93.0,4.0,10.511,17.381,1.1626,0.3,31.5
1,94.0,1.7206,1.7706,17390700.0,27.0,33.0,0.95278,0.27399,0.55413,1.0,0.19622,552202000.0,4.2549,14519.0,4258.8,1827.3,2014.2,6418.7,4950.0,1892.8,0.3,1.0153,1.0,0.0111887,184.59,40.54,21.071,29.186,75.493,18.303,0.0233764,0.00849728,0.0221861,18.324,1892.8,11.509,7.7124,0.0,0.0,0.0,1380.0,31.8,0.0,0.11443,312.01,918.65,0.0,0.0,1.8755,4.65224e-05,0.13956,0.0,0.64445,0.0,7.7333,39197.0,2117.9,2016.0,94.0,4.0,8.763,14.008,1.044,0.0,31.8
1,95.0,1.4675,1.816,17369400.0,27.0,33.0,0.98132,0.24985,0.48414,1.0,0.1604,552202000.0,4.1041,14504.0,4242.0,1765.1,2076.4,6420.7,4952.3,1894.1,0.3,1.0008,1.0,0.0,184.61,40.274,21.32,29.183,75.528,18.3,0.023104,0.00829093,0.0228172,18.322,1894.1,11.682,8.0447,0.0,0.0,0.0,1380.0,31.8,0.0,0.12092,312.12,920.37,0.0,0.0,1.8755,2.29729e-05,0.1428,0.0,0.63441,0.0,7.6139,39189.0,2117.2,2016.0,95.0,4.0,9.1428,14.736,1.1746,0.0,31.8
1,96.0,1.2603,1.8614,17347300.0,27.0,33.0,0.99514,0.2287,0.42286,1.0,0.13513,552202000.0,3.9511,14484.0,4224.7,1701.8,2139.7,6417.8,4949.0,1891.8,0.3,1.0,1.0,0.0566487,184.61,39.319,22.275,29.183,75.528,18.3,0.0228316,0.00808457,0.023104,18.322,1891.8,11.773,8.3885,0.0,0.0,0.0,1380.0,31.8,0.0,0.12606,312.24,921.84,0.0,0.0,1.8755,1.96088e-05,0.14617,0.0,0.6224,0.0,7.4686,39181.0,2116.6,2016.0,96.0,4.0,9.3357,15.108,1.2947,0.0,31.8
1,97.0,1.0902,1.9068,17324500.0,27.0,33.0,0.98488,0.21004,0.36874,1.0,0.11178,552202000.0,3.795,14461.0,4207.2,1637.1,2204.5,6412.3,4942.6,1886.8,0.3,1.0,1.0,0.056222,184.66,37.377,24.217,29.232,75.528,18.309,0.0225593,0.00787822,0.0228316,18.33,1886.8,11.845,8.737,0.0,0.0,0.0,1380.0,31.8,0.0,1.4574,312.37,923.1,0.0,0.0,1.8755,1.63281e-05,0.14918,0.0,0.6116,0.0,7.3387,39174.0,2116.0,2016.0,97.0,4.0,9.7201,15.88,1.4574,2.4,31.8
1,98.0,0.9617,1.9522,18687300.0,27.0,34.0,0.97459,0.20954,0.36729,1.0,0.0955145,552202000.0,3.6365,14436.0,4189.7,1571.0,2270.5,6404.8,4933.9,1878.9,0.3,1.0,1.0,0.18103,184.72,35.441,26.153,29.28,75.528,18.316,0.0222869,0.00767187,0.0225593,18.337,1878.9,11.774,9.0888,0.0,0.0,0.0,1380.0,34.2,0.0,0.1459,313.83,924.19,0.0,0.0,1.8755,1.30247e-05,0.15057,0.0,0.62601,0.0,7.5115,39167.0,2115.4,2016.0,98.0,4.0,10.159,16.452,1.6489,0.0,34.2
1,99.0,0.84787,1.9959,17276900.0,27.0,33.0,0.96426,0.19403,0.32234,1.0,0.0928927,552202000.0,3.4763,14410.0,4172.3,1504.1,2337.4,6396.2,4923.8,1868.9,0.3,1.0,1.0,0.16506,184.9,33.521,28.073,29.439,75.528,18.339,0.0220246,0.00747317,0.0222869,18.36,1868.9,11.73,9.444,0.0,0.0,0.0,1380.0,34.2,0.0,0.83918,313.97,925.15,0.0,0.0,1.8755,9.69523e-06,0.15206,0.0,0.6132,0.0,7.3585,39159.0,2114.8,2016.0,99.0,4.0,9.3262,14.922,1.6399,0.7,34.2
1,100.0,0.75789,2.0413,17252100.0,27.0,33.0,0.95429,0.18018,0.28217,1.0,0.0732909,552202000.0,3.3158,14386.0,4156.6,1436.7,2404.8,6388.1,4914.5,1859.5,0.3,1.0,1.0,0.13291,185.06,31.643,29.951,29.585,75.528,18.358,0.0214218,0.00726682,0.0220246,18.379,1859.5,11.704,9.7979,0.0,0.0,0.0,1380.0,34.9,0.0,0.26101,314.81,926.0,0.0,0.0,1.8755,6.33853e-06,0.15343,0.0,0.60266,0.0,7.2326,39152.0,2114.2,2016.0,100.0,4.0,10.348,16.977,1.9716,0.1,34.9
2,1.0,0.0,0.0,17969300.0,24.0,31.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0165,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.025,0.025,0.0,0.0,19.01,6.4898,10.0,0.0,0.0,0.0,0.0,0.0,10.843,0.0,0.0,0.0,0.0,0.0,0.0258918,0.0863005,0.0,0.22464,0.0,2.6958,39622.0,2153.3,2016.0,1.0,1.0,10.843,0.0,10.843,0.0,0.0
2,2.0,0.12502,0.0124959,16646200.0,25.0,31.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0191716,0.79855,0.31942,0.47913,0.0,0.0,0.0,0.79855,0.1,1.0,1.0,0.0945322,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0248376,0.025,0.0211615,0.79855,19.085,6.433,0.0,0.0,0.0,0.0,0.0,0.0,7.9754,10.843,0.0,0.0,0.0,1.8755,0.0262038,0.11967,0.0,0.33949,0.0,4.0746,39618.0,2153.0,2016.0,2.0,4.0,8.0523,0.12502,7.9754,0.0,0.0
2,3.0,0.12618,0.0252879,13600200.0,27.0,31.0,1.1778,0.56412,1.0,1.0,1.0,0.0,0.0223493,1.7176,0.68702,1.0305,0.0,0.0,0.0,1.6912,0.1,1.0,1.0,0.0877685,0.0945322,0.0546183,0.0,0.0162578,0.0,0.0236561,0.053,0.0246713,0.053,0.0448177,1.6912,19.202,6.4218,0.0,0.0,0.0,0.0,0.0,0.0,2.7159,18.818,0.12502,0.0,0.0,1.8755,0.00668132,0.14338,0.0,0.7263,0.0,8.7155,39609.0,2152.2,2016.0,3.0,4.0,6.9819,0.12618,6.9043,1.0,0.0
2,4.0,0.14072,0.0386646,15215700.0,25.0,30.0,1.1778,0.494,1.0,1.0,1.0,0.0,0.0245345,3.0325,1.213,1.8195,0.0,0.0,0.0,2.931,0.1,1.0,1.0,0.10452,0.1823,0.096433,0.0,0.0293567,0.0,0.056511,0.053,0.0244974,0.053,0.0776725,2.931,19.369,6.726,0.0,0.0,0.0,0.0,1.0,0.0,3.4452,21.534,0.25119,0.0,0.0,1.8755,0.0035651,0.15128,0.0,0.75953,0.0,9.1147,39600.0,2151.5,2016.0,4.0,4.0,7.1408,0.14072,7.0538,2.1,1.0
2,5.0,0.13474,0.0514566,15226500.0,26.0,31.0,1.1778,0.43735,1.0,1.0,1.0,0.0,0.0265434,4.6097,1.8439,2.7658,0.0,0.0,0.0,4.3726,0.1,1.0,1.0,0.11119,0.28682,0.14659,0.0,0.0455194,0.0,0.0947115,0.053,0.0243311,0.053,0.11587,4.3726,19.503,7.0854,0.0,0.0,0.0,0.0,3.1,0.0,3.8358,24.979,0.39191,0.0,0.0,1.8755,0.000884848,0.15276,0.0,0.80633,0.0,9.6753,39590.0,2150.7,2016.0,5.0,4.0,6.5288,0.13474,6.4427,2.8,3.1
2,6.0,0.17963,0.064541,15237800.0,26.0,31.0,1.1778,0.39214,0.89665,1.0,1.0,0.0,0.0285116,6.3005,2.5202,3.7803,0.0,0.0,0.0,5.8724,0.1,1.0,1.0,0.11282,0.39801,0.20036,0.0,0.0632007,0.0,0.13446,0.053,0.024161,0.053,0.15562,5.8724,19.612,7.5164,0.0,0.0,0.0,0.0,5.9,0.0,1.182,28.815,0.52665,0.0,0.0,1.8755,0.000647964,0.15638,0.0,0.80083,0.0,9.6103,39581.0,2149.9,2016.0,6.0,4.0,7.7488,0.17963,7.6391,0.1,5.9
2,7.0,0.24405,0.0776254,16705200.0,25.0,31.0,1.1778,0.34247,0.75267,1.0,1.0,0.0,0.0304071,8.0321,3.2128,4.8193,0.0,0.0,0.0,7.3623,0.1,1.0,1.0,0.11584,0.51083,0.25542,0.0,0.0814693,0.0,0.17394,0.053,0.0239909,0.053,0.1951,7.3623,19.668,7.9882,0.0,0.0,0.0,0.0,6.0,0.0,1.2036,29.997,0.70629,0.0,0.0,1.8755,0.000382336,0.15605,0.0,0.77964,0.0,9.3549,39571.0,2149.1,2016.0,7.0,4.0,9.5434,0.24405,9.3994,0.0,6.0
2,8.0,0.27119,0.0904174,15262000.0,26.0,31.0,1.1778,0.28393,0.58297,1.0,1.0,0.0,0.0321331,9.83,3.932,5.898,0.0,0.0,0.0,8.8625,0.1,1.0,1.0,0.10488,0.62667,0.31259,0.0,0.10039,0.0,0.21369,0.053,0.0238246,0.053,0.23486,8.8625,19.687,8.4882,0.0,0.0,30.0,0.0,6.0,0.0,9.7204,31.201,0.95033,0.0,0.0,1.8755,0.000131264,0.3376,0.0,0.76388,60.0,9.165,39562.0,2148.3,2016.0,8.0,4.0,9.8778,0.27119,9.7204,0.2,6.0
2,9.0,0.29675,0.1035,15274900.0,26.0,31.0,1.1778,0.71915,1.0,1.0,1.0,0.0,0.03368,11.467,4.5868,6.8802,0.0,0.0,0.0,10.188,0.1,1.0,1.0,0.13865,0.73155,0.36465,0.0,0.11808,0.0,0.24882,0.053,0.0236545,0.053,0.26998,10.188,32.925,9.5412,0.0,0.0,30.0,30.0,6.2,0.0,10.143,40.921,1.2215,0.0,0.0,1.8755,0.00489482,0.51309,0.0,0.90989,0.0,10.919,39551.0,2147.4,2016.0,9.0,4.0,10.315,0.29675,10.143,0.0,6.2
2,10.0,0.29305,0.11659,16747400.0,25.0,31.0,1.1778,1.0,1.0,1.0,1.0,0.0,0.0377863,13.68,5.472,8.2079,0.0,0.0,0.0,11.925,0.1,1.0,1.0,0.16397,0.8702,0.43502,0.0,0.14032,0.0,0.29486,0.053,0.0234844,0.053,0.31603,11.925,43.856,11.517,8.6137,0.0,30.0,60.0,6.2,0.0,9.3995,51.064,1.5183,0.0,0.0,3.0,0.0443303,0.56132,0.0,0.30954,0.0,3.7152,39548.0,2147.1,2016.0,10.0,4.0,9.5788,0.29305,9.3995,0.0,6.2
2,11.0,0.19264,0.12938,15302100.0,25.0,30.0,1.1778,1.0,1.0,1.0,1.0,0.0,0.0440494,16.315,6.5259,9.7888,0.0,0.0,0.0,13.931,0.1,1.0,1.0,0.18626,1.0342,0.51881,0.0,0.16735,0.0,0.34802,0.053,0.0233181,0.053,0.36918,13.931,49.815,11.457,25.921,0.0,0.0,90.0,6.2,0.0,5.929,60.464,1.8113,0.0,0.0,3.0,0.0381034,0.59554,0.0,0.30499,0.0,3.6601,39544.0,2146.8,2016.0,11.0,4.0,6.061,0.19264,5.929,0.0,6.2
2,12.0,0.35644,0.14217,15316300.0,26.0,31.0,1.1778,1.0,1.0,1.0,1.0,0.0,0.0513506,19.333,7.7334,11.6,0.0,0.0,0.0,16.16,0.1,1.0,1.0,0.21325,1.2204,0.6148,0.0,0.19854,0.0,0.40709,0.053,0.0231518,0.053,0.42825,16.16,54.426,11.405,16.8,0.0,30.0,90.0,6.2,0.0,8.4294,66.393,2.004,0.0,0.0,3.0,0.036665,0.64351,0.0,0.30796,0.0,3.6955,39540.0,2146.5,2016.0,12.0,4.0,8.6486,0.35644,8.4294,0.0,6.2
2,13.0,0.50551,0.15525,15331000.0,26.0,31.0,1.1778,1.0,1.0,1.0,1.0,0.0,0.0600565,22.824,9.1296,13.694,0.0,0.0,0.0,18.661,0.1,1.0,1.0,0.24984,1.4337,0.7258,0.0,0.23453,0.0,0.47334,0.053,0.0229817,0.053,0.4945,18.661,58.024,11.355,35.014,0.0,0.0,120.0,6.2,0.0,9.8624,74.822,2.3604,0.0,0.0,3.0,0.0353893,0.6966,0.0,0.31019,0.0,3.722,39537.0,2146.2,2016.0,13.0,4.0,10.163,0.50551,9.8624,0.1,6.2
2,14.0,0.70817,0.16834,16810800.0,26.0,32.0,1.1778,1.0,1.0,1.0,1.0,0.0,0.0702384,26.956,10.782,16.174,0.0,0.0,0.0,21.529,0.1,1.0,1.0,0.30132,1.6835,0.8572,0.0,0.27697,0.0,0.54935,0.053,0.0228116,0.053,0.57051,21.529,60.732,11.306,21.746,0.0,0.0,120.0,6.3,0.0,11.557,84.684,2.8659,0.0,0.0,3.0,0.0342252,0.73599,0.0,0.31486,0.0,3.7776,39533.0,2145.9,2016.0,14.0,4.0,11.97,0.70817,11.557,0.0,6.3
2,15.0,0.69846,0.18117,16827800.0,26.0,32.0,1.1934,1.0,1.0,1.0,1.0,0.0,0.0819136,31.991,12.796,19.195,0.0,0.0,0.0,24.915,0.11,1.0,1.0,0.35396,1.9848,1.0173,0.0,0.32843,0.0,0.6391,0.053,0.0226448,0.053,0.66026,24.915,62.735,11.255,6.4806,0.0,30.0,120.0,6.3,0.0,10.012,96.241,3.5741,0.0,0.0,3.0,0.0332573,0.7841,0.0,0.32102,0.0,3.8515,39529.0,2145.6,2016.0,15.0,4.0,10.43,0.69846,10.012,0.0,6.3
2,16.0,0.54731,0.194,16845200.0,26.0,32.0,1.2182,1.0,1.0,1.0,1.0,0.0,0.0955296,37.955,15.182,22.773,0.0,0.0,0.0,28.804,0.11,1.0,1.0,0.41644,2.3388,1.207,0.0,0.38968,0.0,0.74214,0.053,0.0224781,0.053,0.7633,28.804,64.126,11.203,22.77,0.0,0.0,150.0,6.3,0.0,7.3019,106.25,4.2725,0.0,0.0,3.0,0.0320511,0.81625,0.0,0.32254,0.0,3.871,39525.0,2145.2,2016.0,16.0,4.0,7.6592,0.54731,7.3019,1.5,6.3
2,17.0,0.62364,0.20682,16863000.0,26.0,32.0,1.2441,1.0,1.0,1.0,1.0,0.0,0.11141,45.036,18.014,27.022,0.0,0.0,0.0,33.278,0.12,1.0,1.0,0.48985,2.7552,1.4321,0.0,0.46237,0.0,0.86071,0.053,0.0223113,0.053,0.88188,33.278,64.976,11.148,13.421,0.0,30.0,150.0,7.8,0.0,7.1169,113.56,4.8199,0.0,0.0,3.0,0.0308077,0.83105,0.0,0.32407,0.0,3.8893,39521.0,2144.9,2016.0,17.0,4.0,7.5246,0.62364,7.1169,0.0,7.8
2,18.0,0.74647,0.21965,16881100.0,26.0,32.0,1.2711,1.0,1.0,1.0,1.0,0.0,0.12993,53.44,21.376,32.064,0.0,0.0,0.0,38.423,0.13,1.0,1.0,0.57601,3.2451,1.6994,0.0,0.54864,0.0,0.99706,0.053,0.0221445,0.053,1.0182,38.423,65.381,11.089,32.68,0.0,0.0,180.0,7.8,0.0,7.1871,120.67,5.4435,0.0,0.0,3.0,0.0295127,0.8378,0.0,0.32372,0.0,3.8845,39517.0,2144.6,2016.0,18.0,4.0,7.6695,0.74647,7.1871,3.7,7.8
2,19.0,1.29,0.23248,16899500.0,26.0,32.0,1.2994,1.0,1.0,1.0,1.0,0.0,0.15152,63.408,25.363,38.045,0.0,0.0,0.0,44.336,0.14,1.0,1.0,0.67704,3.8211,2.0164,0.0,0.65099,0.0,1.1537,0.053,0.0219777,0.053,1.1749,44.336,65.392,11.029,25.447,0.0,0.0,180.0,11.5,0.0,9.693,127.86,6.19,0.0,0.0,3.0,0.028264,0.83215,0.0,0.32411,0.0,3.8885,39513.0,2144.3,2016.0,19.0,4.0,10.456,1.29,9.693,0.2,11.5
2,20.0,1.7125,0.24531,16918300.0,26.0,32.0,1.3289,1.0,1.0,1.0,1.0,0.0,0.17671,75.226,30.09,45.135,0.0,0.0,0.0,51.124,0.15,1.0,1.0,0.79539,4.4981,2.3922,0.0,0.77234,0.0,1.3336,0.053,0.021811,0.053,1.3548,51.124,65.067,10.965,11.664,0.0,30.0,180.0,11.7,0.0,10.63,137.55,7.48,0.0,0.0,3.0,0.0271009,0.82818,0.0,0.32622,0.0,3.9147,39509.0,2143.9,2016.0,20.0,4.0,11.611,1.7125,10.63,0.0,11.7
